0,0
20,10
40,20
60,100
80,110
100,120
120,100
140,110
160,100
180,110
200,100
220,110
240,120
260,130
280,140
300,150
320,160
340,170
360,1200
380,1210
400,1220
420,1000
440,1010
460,1020
480,1000
500,1000
520,1000
540,1000
560,1000
580,1000
600,1000
620,1000
640,1000
660,1000
680,1000
700,1000
720,1000
740,1000
760,1000
780,1000
800,1000
820,1000
840,1000
860,1000
880,1000
900,1000
920,1000
940,1000
960,1000
980,1000
1000,1000
1020,1000
1040,1000
1060,1000
1080,1000
1100,1000
1120,1000
1140,1000
1160,1000
1180,1000
1200,1000
1220,1000
1240,1000
1260,1000
1280,1000
1300,1010
1320,1020
1340,1050
1360,1060
1380,1090
1400,1100
1420,1130
1440,1140
1460,1170
1480,1180
1500,1210
1520,1220
1540,1250
1560,1260
1580,1290
1600,1300
1620,1360
1640,1390
1660,1400
1680,1460
1700,1490
1720,1500
1740,1560
1760,1590
1780,1600
1800,1660
1820,1690
1840,1700
90,300
110,310
130,320
150,330
170,340
190,350
210,360
230,370
250,380
270,390
290,400
310,410
330,1000
350,1010
370,1020
390,1000
410,1010
430,1000
450,1010
470,1000
490,1010
510,1020
530,1030
550,1040
570,1050
590,1060
610,1070
630,1080
650,1000
670,1000
690,1000
710,1000
730,1000
750,1000
770,1000
790,1000
810,1000
830,1000
850,1000
870,1000
890,1000
910,1000
930,1000
950,1000
970,1000
990,1000
1010,1000
1030,1000
1050,1000
1070,1000
1090,1000
1110,1010
1130,1020
1150,1050
1170,1060
1190,1090
1210,1100
1230,1130
1250,1140
1270,1170
1290,1180
1310,1210
1330,1220
1350,1250
1370,1260
1390,1290
1410,1300
1430,1330
1450,1340
1470,1370
1490,1380
1510,1410
1530,1420
1550,1450
1570,1460
1590,1490
1610,1500
1630,1530
1650,1540
1670,1570
1690,1580
1710,1610
1730,1620
1750,1680
1770,1710
1790,1720
1810,1780
1830,1810
1850,1820
1870,1880
1890,1910
1910,1920
1930,1980
1860,1940
1880,2000
1900,2030
1920,2040
1940,2100
1960,2130
1980,2140
2000,2200
2020,2230
1950,2010
1970,2020
1990,2260
2010,2320
2030,2350
2050,2360
2070,2420
2090,2450
2110,2460
2040,2240
2060,2300
2080,2330
2100,2340
2120,2580
2140,2640
2160,2670
2180,2680
2200,2740
2130,2520
2150,2550
2170,2560
2190,2620
2210,2650
2230,2660
2250,2900
2270,2960
2290,2990
2220,2770
2240,2780
2260,2840
2280,2870
2300,2880
2320,2940
2340,2970
2360,2980
2380,3220
2310,3000
2330,3060
2350,3090
2370,3100
2390,3160
2410,3190
2430,3200
2450,3260
2470,3290
2400,3280
2420,3310
2440,3320
2460,3380
2480,3410
2500,3420
2520,3480
2540,3510
2560,3520
2490,3300
2510,3540
2530,3600
2550,3630
2570,3640
2590,3700
2610,3730
2630,3740
2650,3800
2580,3580
2600,3610
2620,3620
2640,3930
2660,3940
2680,4000
2700,4030
2720,4040
2740,4100
65,160
85,170
105,180
125,190
145,200
165,210
185,220
205,230
225,240
245,250
265,260
285,270
305,280
325,290
345,300
365,310
385,320
405,1000
425,1010
445,1000
465,1000
485,1000
505,1000
525,1000
545,1000
565,1000
585,1000
605,1000
625,1010
645,1000
665,1010
685,1000
705,1010
725,1000
745,1000
765,1010
785,1000
805,1000
825,1000
845,1000
865,1000
885,1000
905,1000
925,1000
945,1000
965,1000
985,1000
1005,1000
1025,1000
1045,1000
1065,1000
1085,1000
1105,1000
1125,1000
1145,1000
1165,1000
1185,1000
1205,1010
1225,1020
1245,1050
1265,1060
1285,1090
1305,1100
1325,1130
1345,1140
1365,1170
1385,1180
1405,1210
1425,1220
1445,1250
1465,1260
1485,1290
1505,1300
1525,1330
1545,1340
1565,1370
1585,1380
1605,1410
1625,1420
1645,1450
1665,1460
1685,1520
1705,1550
1725,1560
1745,1620
1765,1650
1785,1660
1805,1720
1825,1750
1845,1760
1865,1820
1885,1850
1905,1860
155,460
175,470
195,480
215,490
235,500
255,510
275,520
295,530
315,540
335,1060
355,1070
375,1080
395,1090
415,1100
435,1110
455,1120
475,1130
495,1140
515,1150
535,1160
555,1000
575,1000
595,1000
615,1000
635,1000
655,1000
675,1000
695,1000
715,1000
735,1000
755,1000
775,1000
795,1000
815,1000
835,1000
855,1000
875,1000
895,1000
915,1000
935,1000
955,1000
975,1000
995,1000
1015,1010
1035,1020
1055,1050
1075,1060
1095,1090
1115,1100
1135,1130
1155,1140
1175,1170
1195,1180
1215,1210
1235,1220
1255,1250
1275,1260
1295,1290
1315,1300
1335,1330
1355,1340
1375,1370
1395,1380
1415,1410
1435,1420
1455,1450
1475,1460
1495,1490
1515,1500
1535,1530
1555,1540
1575,1570
1595,1580
1615,1610
1635,1620
1655,1650
1675,1660
1695,1690
1715,1700
1735,1730
1755,1740
1775,1770
1795,1780
1815,1840
1835,1870
1855,1880
1875,1940
1895,1970
1915,1980
1935,2040
1955,2070
1975,2080
1995,2140
1925,2100
1945,2160
1965,2190
1985,2200
2005,2260
2025,2290
2045,2300
2065,2360
2085,2390
2015,2170
2035,2180
2055,2420
2075,2480
2095,2510
2115,2520
2135,2580
2155,2610
2175,2620
2105,2400
2125,2460
2145,2490
2165,2500
2185,2740
2205,2800
2225,2830
2245,2840
2265,2900
2195,2680
2215,2710
2235,2720
2255,2780
2275,2810
2295,2820
2315,3060
2335,3120
2355,3150
2285,2930
2305,2940
2325,3000
2345,3030
2365,3040
2385,3100
2405,3130
2425,3140
2445,3380
2375,3160
2395,3220
2415,3250
2435,3260
2455,3320
2475,3350
2495,3360
2515,3420
2535,3450
2465,3440
2485,3470
2505,3480
2525,3540
2545,3570
2565,3580
2585,3640
2605,3670
2625,3680
2555,3460
2575,3700
2595,3760
2615,3790
2635,3800
2655,3860
2675,3890
2695,3900
2715,3960
2645,3740
2665,3770
2685,3780
2705,4090
2725,4100
2745,4160
2765,4190
2785,4200
2805,4260
2670,3830
2690,3840
2760,4130
2780,4140
2710,3900
2730,3930
2750,3940
2770,4300
2790,4330
2810,4340
2830,4400
2850,4430
2870,4440
2735,3990
2755,4000
2825,4290
2845,4300
2775,4060
2795,4090
2815,4100
2835,4460
2855,4490
2875,4500
2895,4560
2915,4590
2935,4600
