2800,4200
2820,4230
2890,4500
2910,4530
2840,4240
2860,4600
2880,4630
2900,4640
2920,4700
2940,4730
2960,4740
2980,4800
3000,4830
2865,4360
2885,4390
2955,4660
2975,4690
2905,4400
2925,4760
2945,4790
2965,4800
2985,4860
3005,4890
3025,4900
3045,4960
3065,4990
2930,4540
2950,4900
3020,4840
3040,5200
2995,4700
3015,5060
2970,4930
2990,4940
3060,5230
3080,5240
3035,5090
3055,5100
3010,5000
3030,5030
3100,5300
3120,5330
3075,5160
3095,5190
3050,5040
3070,5100
3140,5340
3160,5400
3115,5200
3135,5260
3090,5130
3110,5140
3180,5430
3200,5440
3085,5000
3155,5290
3175,5300
